"product_reference";"source_name";"source_category";"source_type";"source_row_count";"odoo_id";"odoo_name";"odoo_category";"odoo_type";"odoo_active";"decision";"notes"
"2456AGSGYMV1T-PERDU";"PB VTGY BMW X6 E71  CAPT           08-14";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2456ASMRT1H";"JC SUP PB HUD  BMW X6 E71        08-14";"Joint";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2456ASMRT-PERDU";"JC SUP PB BMW X6 E71             08-14";"Joint";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2456LGSR5FD";"DESC AVG VT BMW X6 E71  08-14";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2456LYPR5RV";"DEFL ARG PRIVACY BMW X6 08-14";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2459BGDSAWZ1F";"LUN VT FON BMW SIE 5 F60 BNE ANT 10-17";"Lunette";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2459BGPSAWZ";"LUN PRIVACY BMW SERIE 5 F10 ANT 10-17";"Lunette";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2460AGSGYMV1B";"PB VTGY BMW X1 E84+ CAPT 10-15";"Pare-brise";"product";"9";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2460AGSGYV";"PB VTGY BMW X1 E84                 10-15";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2460AGSMV1B";"PB VT BMW X1 E84  CAPT            10-15";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2460AGSV";"PB VT BMW X1 E84                 10-15";"Pare-brise";"product";"3";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2460ASMR";"JC PB BMW X1 E84        09-15";"Joint";"product";"13";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2460ASMRB";"JC INF.PB BMW X1 E84        09-15";"Joint";"product";"10";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2460BGSRA";"LUN VT BMW X1 ANT             09-15";"Lunette";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2460LGNR5FD";"DESC AVG VT BMW X1          09-15";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2460LGNR5RD";"DESC ARG VT BMW X1          09-15";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2460LGNR5RV";"DEFL ARG VT BMW X1          09-15";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2460RGNR5RV";"DEFL ARD VT BMW X1          09-15";"Glace laterale";"product";"3";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2461AGNMUV";"PB VT BMW SERIE 5GT HUD CAPT 09-12";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2461AKMH";"JCS SUP D/G KIT PB BMW SERIE 5 GT   10-";"Joint";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2461BGNHABW";"LUN.VT BMW SERIE 5 GT+ANT 09-";"Lunette";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2462AGSMVWZ2B";"PB VT MINI COUNTRYMAN +CAPT 10-12";"Pare-brise";"product";"5";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2462AGSVWZ3B";"PB VT MINI COUNTRYMAN/PACEMAN  10-17";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2462ASMHT";"JC PB SUP MINI COUNTRYMAN      12-17";"Joint";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2463RGNT2FD";"DESC AVD VT SERIE6 CABRIO F12 12-";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2464ACCMUV6T";"PB ATH BMW X3+CAPT.+HUD 12-";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2464AGNMUV1B";"PB VT BMW X3 F25 CAPT  HUD 10-12";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2464AGNMV6B";"PB VT BMW X3 F25  CAPT   12-13";"Pare-brise";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2464ASDSB";"JC FINITION MOUSSE BMW X3 F25 10-";"Joint";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2464ASMRT";"JC SUP PB  BMW X3 F25       10-17";"Joint";"product";"3";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2464BGNRA";"LUN VT BMW X3 F25 ANT  10-17";"Lunette";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2464LYPR5RV";"DEFL ARG PRIVACY BMW X3 F25  10-17";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2465AGSMV2P";"PB VT BMW SERIE 3 F30 BNE+CAPT. 11-";"Pare-brise";"product";"4";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2465ASMST";"JC SUP. PB BMW  SERIE 3 F30 BNE 11-";"Joint";"product";"4";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2467AGNGYMV2P";"PB VTGY SERIE 1/2 F20/F23  CAPT 11-";"Pare-brise";"product";"10";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2467AGNMV2P";"PB VT BMW SERIE 1 / 2 F20+CAPT.  11-";"Pare-brise";"product";"3";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2467AGNV";"PB VT BMW SERIE 1 / 2 F20 / F23    11-21";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2467ASDHB";"JC FINITION MOUSSE SERIE 1 / 2 F20 11- (2448ASDHB - JC FINITION MOUSSE SERIE 1 E87 04-11)";"Joint";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2467ASGH";"JC PB BMW SERIE 1 / 2 F20   11-";"Joint";"product";"9";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2467BGNHAJ";"LUN VT BMW SERIE 1 F20 5P ANT 11-19";"Lunette";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2467LGNH5FD";"DESC AVG VT BMW SERIE 1 5P 11-19";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2467LGNH5RVZ";"DEFL ARG VT BMW SERIE 1 5P 11-19";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2467RGNH5RVZ";"DEFL ARD VT BMW SERIE 1 5P 11-";"Glace laterale";"product";"3";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2468AGSMV";"PB VT BMW X4 F26   CAPT      14-18";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2468ASMRT";"JC SUP  PB BMW X4 F26    14-18";"Joint";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2468BGSRABZ";"LUN VT BMW X4 F26  ANT     14-18";"Lunette";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2468LGSR5FD";"DESC AVG VT BMW X4 F26   14-18";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2468LGSR5RD";"DESC ARG VT BMW X4 F26   14-18";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2468RGSR5FD";"DESC AVD VT BMW X4 F26   14-18";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2468RGSR5RD";"DESC ARD VT BMW X4 F26   14-18";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2469AGSMV2P";"PB VT BMW SIE 3 GT CAPT      13-20";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2469ASGHT";"JC SUP PB BMW SIE3 GT F34        13-20";"Joint";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2470BYPH";"LUN PRIVACY BMW I3          13-";"Lunette";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2471AGSCMUV3P";"PB VT SERIE 4 F32/36 CAP CAM HUD 13-20";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2471AGSCMV3P";"PB VT BMW SERIE 4 F32/F36  CAPT CAM 13-";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2471ASMCT";"JC SUP PB BMW SERIE 4 F32/F36 13-20";"Joint";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2473AGCCMV1P";"PARE-BRISE TEINTÉ VERT BMW X5 F15 CAPTEUR DE PLUIE CAMÉRA(S) 13-18MO 2.00";"Pare-brise";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2473asmrt";"2473asmrt";"Autres";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2474AGNMVZ6C";"PB VT BMW MINI F55/56 3/5P CABR CAPT 14-";"Pare-brise";"product";"4";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2474AGNVZ1M";"PB VT BMW MINI F55/56 3/5P CABR 14-";"Pare-brise";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2474ASDSB";"JC FINITION MOUSSE MINI F56 14-";"Joint";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2474ASGHT1H";"JC SUP PB MINI F55  5P     14-";"Joint";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2474ASMHT";"JC SUP PB MINI F55/56 3/5P CABR  14-";"Joint";"product";"3";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2474BGNHAB6M";"LUN VT BMW MINI F55 5P     14-24";"Lunette";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2474LGNH5FD";"DESC AVG VT BMW MINI F55 5P     14-";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2475AGAMUV3P";"PB VT SERIE 4 F33 CABRIO CAPT HUD 13-21";"Pare-brise";"product";"3";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2475ASGTT";"JC SUP PB BMW SIE 4 F33 CABRIO 14-21";"Joint";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2478ACDCMV";"PB REFL ACO X6 II F16 CAPT LDW 14-";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2478AGACMV";"PB VT ACO X6 II F16 CAPT LDW 14-";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2478ASGRT";"JC SUP PB BMW X6 II F16       14-";"Joint";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2480AGACMVZ";"PB VT AC BMW X2  CAPT LDW 17-";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2482AGACMUVZ";"PB VT AC BMW X1 CAPT CAM HUD  15-";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2482AGACMVZ";"PB VT AC.BMW X1 F48 +CAPT+LDW  15-";"Pare-brise";"product";"15";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2482ASDHB";"JC FINITION MOUSSE BMW X1 15-";"Joint";"product";"4";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2482ASGRT";"JC SUP BMW X1 15-";"Joint";"product";"9";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2482LGSR5RVWZ";"DÉFLECTEUR ARRIÈRE GAUCHE TEINTÉ VERT BMW X1 F48          15-MO 1.50";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2482LYPR5RVWZ";"DEFL ARG PRIV BMW X1 F48       15-22";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2482RGSR5FD";"DESC AVD VT BMW X1             15-";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2482RYPR5RVWZ";"DÉFLECTEUR ARRIÈRE DROIT PRIVACY (NOIR) BMW X1 F48 15-MO 1.50";"Glace laterale";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2484AGSCMVZ";"PB VT MINI COUNTRYMAN  CAPT LDW 17-";"Pare-brise";"product";"4";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2487AGACMUVZ1L";"PB  VERT AC BMW IX3  CAPTEUR DE PLUIE CAMÉRA";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2487AGACMVZ2L";"PB VT AC BMW IX3  CAPT 3 CAM  22-";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2487ASGRT";"JC SUP PB BMW X3 G01 17-";"Joint";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2488BYPRABZ";"PRIVLUN  BMW X4 G02 ANT 18-";"Lunette";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2496AGACMVZ";"PB VT ACO BMW SIE 1 F40  CAPT CAM  19-24";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2496LGSH5FD";"DESC AVG VT BMW SERIE 1 F40    19-";"Glace laterale";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"260103547R";"PHARE AVD RENAULT CLIO III 05 - 09";"Autres";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"265557200R";"FEU ARG";"Autres";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2678145";"OPTIQUE AVG";"Autres";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2714AGN1C";"PB VT CITROEN VISA/C15         78-08";"Pare-brise";"product";"2";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2714ASRH";"JT PB CITROEN VISA/C15       78-08";"Joint";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2717AGN1C";"PB VT CITROEN AX                   87-96";"Pare-brise";"product";"3";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2717ASMH";"JC PB CITROEN AX  87-96";"Joint";"product";"4";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2719AGN";"PB VT CITROEN ZX                   91-98";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2719AKMH";"JC CALES PB KIT COMPLET CITROEN ZX 91-98";"Joint";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2724ACC1P";"PB REFL  BERLINGO/PARTNER       96-08";"Pare-brise";"product";"10";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2724ACCM6T";"PB REFL BERLINGO/PARTNER CAPT  96-08";"Pare-brise";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2724AGS1P";"PB VT BERLINGO / PARTNER 96-08";"Pare-brise";"product";"27";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2724AKMV1H";"JC SOUPLE CALES KIT PB PARTNER/BERLINGO";"Joint";"product";"26";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2724AKMV1H9";"VO - JC SOUPLE+C. KIT PB PARTNER/BERLING";"Joint";"product";"5";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
"2724BCLVLU";"LUN CL GCHE NON CH BERLINGO/PARTNER";"Lunette";"product";"1";"";"";"";"";"";"create_candidate";"Reference absente du catalogue Odoo; validation metier requise."
