product_reference;product_name;source_type;target_category;target_subcategory;product_type;stockable;eurocode_format_valide;supplier;purchase_price;cost_price;public_price;other_code;internal_eurocode;eurocode_divergent;source_row_count;source_places;import_status;notes
2448ASMH;JC PB BMW SERIE 1 + CAB 04-11;JOINTS;Joint;;product;true;true;VSF Ouest;10,63;23,39;13,99;;2448ASMH;false;32;R112 | R317 | Tringle | R429 | R735 | J9D | D2 Joints | JT034 | R311 | JT017 | Carton | JT022 | GENIPA | GALLERIA | J7D | J10D | J4D | J10 | J2D;import;Doublon source consolide : controler quantites, prix et emplacements.
2448ASMHB;JC INF.PB BMW SERIE 1/ X1 + CAB 04-11;JOINTS;Joint;;product;true;true;VSF Ouest;3,79;8,34;4,99;;2448ASMHB;false;23;R225 | R112 | R317 | J012 | R429 | J011 | JT008 | R735 | J10E | D2 Joints | Galléria | R311 | JT017 | Carton | J6B | J7A;import;Doublon source consolide : controler quantites, prix et emplacements.
2448BGDCAZ;LUN VT FONCEE SERIE 1 COUPE   04-11;LUNETTES;Lunette;;product;true;true;VSF Centre;164,82;362,6;206,02;;2448BGDCAZ;false;1;Caisse;import;Rapprochement Odoo par default_code a effectuer.
2448BGNCAZ;LUN VT BMW SERIE 1 COUPE         04-11;LUNETTES;Lunette;;product;true;true;VSF Centre;147,72;324,98;184,65;;2448BGNCAZ;false;3;R226 | R934 | R419;import;Doublon source consolide : controler quantites, prix et emplacements.
2448BGNHABJ2F;LUN VT SERIE 1 HAYON  ANT TV 04-11;LUNETTES;Lunette;;product;true;true;VSF Centre;100;220;125;;2448BGNHABJ2F;false;2;R924;import;Doublon source consolide : controler quantites, prix et emplacements.
2448LGNH3FD;DESC AVG VT SERIE 1E81 2/3PTES    04-11;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;37,9;83,37;47,37;;2448LGNH3FD;false;2;R903 | GENIPA;import;Doublon source consolide : controler quantites, prix et emplacements.
2448LGNH5FD;DESC AVG VT SERIE 1E87 5PTES    04-11;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;31,01;68,22;38,76;;2448LGNH5FD;false;2;Centre | Génipa;import;Doublon source consolide : controler quantites, prix et emplacements.
2448LGNH5RD;DESC ARG VT SERIE 1E87 5PTES    04-11;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;23,2;51,04;29;;2448LGNH5RD;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
2448LGNH5RV;DEFL.ARG VT SERIE 1E87 5PTES    04-11;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;14,09;31;17,61;;2448LGNH5RV;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
2448RGDH5RV;DEFL ARD VT FONCEE SIE 1E87 5P 04-11;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;31,48;69,26;39,35;;2448RGDH5RV;false;1;T001;import;Rapprochement Odoo par default_code a effectuer.
2448RGNH3FD;DESC AVD VT SERIE 1E81 2/3PTES  04-11;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;37,27;82;46,59;;2448RGNH3FD;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
2448RGNH5FD;DESC AVD VT SERIE 1E87 5PTES    04-11;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;31,94;70,28;39,93;;2448RGNH5FD;false;1;POSÉ;import;Rapprochement Odoo par default_code a effectuer.
2448RGNH5RV;DEFL.ARD VT SERIE 1E87 5PTES 04-11;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;14,09;30,99;17,61;;2448RGNH5RV;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
2449AGSGNMVW1B;PB VTVT BMW X3 + CAPT.PLUIE 04-10;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;116;255,2;145;;2449AGSGNMVW1B;false;9;R109 | R434 | R206 | R613 | R836 | GALLERIA | R207 | R211 | R130;import;Doublon source consolide : controler quantites, prix et emplacements.
2449agsgnvw;2449agsgnvw;__VIDE__;Autres;;product;true;true;INVENTAIRE;;;;;;false;1;R122;import;Rapprochement Odoo par default_code a effectuer. PRIX RV absent : standard_price non calculable, phase de cout a exclure.
2449AGSMVW1B;PB VT BMW X3 E83 + CAPT.           04-10;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;112;246,4;140;;2449AGSMVW1B;false;6;Centre | R228 | R305 | R326 | R427;import;Doublon source consolide : controler quantites, prix et emplacements.
2449AGSVW;PB VT BMW X3 E83                   04-10;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;113,5;249,69;141,87;;2449AGSVW;false;1;R617;import;Rapprochement Odoo par default_code a effectuer.
2449AKCRS1F;AGR. PB BMW X3 04-10;JOINTS;Joint;;product;true;true;VSF Centre;4,76;10,47;5,95;;2449AKCRS1F;false;10;R109 | Centre | ??? | D2 | J9B | JT033;import;Doublon source consolide : controler quantites, prix et emplacements.
2449ASMRT;JC SUP PB BMW X3 04-10;JOINTS;Joint;;product;true;true;VSF Centre;14,62;32,16;18,27;;2449ASMRT;false;9;R109 | JT025 | J1E | Galléria | CASSE | J10G | J2A | J5F | J6C;import;Doublon source consolide : controler quantites, prix et emplacements.
2449BGSRAGI;LUN.VT BMW X3        04-10;LUNETTES;Lunette;;product;true;true;VSF Centre;132,8;292,16;166;;2449BGSRAGI;false;2;Centre;import;Doublon source consolide : controler quantites, prix et emplacements.
2449LGSR5FD;DESC AVG VT BMW X 3            05-10;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;40,61;89,34;50,76;;2449LGSR5FD;false;1;R913;import;Rapprochement Odoo par default_code a effectuer.
2449RGPR5RD;DESC ARD VT PRIV BMW X3  03-10;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;56,54;124,4;70,68;;2449RGPR5RD;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
2449RGSR5RD;DESC ARD VT BMW X3  03-10;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;25,56;56,23;31,95;;2449RGSR5RD;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
2449RGSR5RQAZ;CUSTODE ARRIÈRE DROIT TEINTÉ VERT BMW X3  ANTENNE INTÉGRÉE 03-10MO 1.50;GLACES LATERALES;Glace laterale;;product;true;true;AAAM;399,38;399,38;399,38;;2449RGSR5RQAZ;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
2452AGSMV1B;PB VT BMW X5 E70 +CAPT            06-09;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;111,2;244,64;139;;2452AGSMV1B;false;2;R422 | GALLERIA;import;Doublon source consolide : controler quantites, prix et emplacements.
2452AKCRS;AGR.PB BMW X5 E70                06-13;JOINTS;Joint;;product;true;true;VSF Ouest;10,26;22,57;11,4;;2452AKCRS;false;1;???;import;Rapprochement Odoo par default_code a effectuer.
2452ASMRT;JC SUP PB BMW X5                  07-13;JOINTS;Joint;;product;true;true;VSF Centre;8,14;17,9;10,17;;2452ASMRT;false;2;R422 | GALLERIA;import;Doublon source consolide : controler quantites, prix et emplacements.
2452BGSRAW;LUN VT BMW X5 E70 ANT            06-13;LUNETTES;Lunette;;product;true;true;VSF Centre;176;387,2;220;;2452BGSRAW;false;1;R933;import;Rapprochement Odoo par default_code a effectuer.
2454AGSGYMV1B;PB VTGY BMW SIE3 COUPE E92+CAPT 06-13;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;113,39;249,46;149,2;;2454AGSGYMV1B;false;12;R221 | R334 | R230 | Posé | R635 | R537 | R626 | R738 | R636 | R628 | R707;import;Doublon source consolide : controler quantites, prix et emplacements.
2454AGSGYV;PB VTGY BMW SIE3 COUPE E92  06-13;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;98,78;217,31;123,47;;2454AGSGYV;false;1;R529;import;Rapprochement Odoo par default_code a effectuer.
2454ASMC;JC PB BMW SIE 3E92 COUPE    07-13;JOINTS;Joint;;product;true;true;VSF Ouest;14,44;31,77;19;;2454ASMC;false;14;J014 | Centre | R230 | Posé | Dépôt 2 | R537 | R626 | R529 | J9A | D2 | GALLERIA | J80 | J8D;import;Doublon source consolide : controler quantites, prix et emplacements. Variantes de casse/espacement fusionnees dans la source : 2454ASMC, 2454asmc.
2454ASMCB;JC INF.PB BMW SIE 3E93 CPE/CABRIO  07-13;JOINTS;Joint;;product;true;true;VSF Ouest;3,27;7,19;4,3;;2454ASMCB;false;11;R221 | J014 | R230 | Posé | D2 (Joints) | R537 | R626 | R529 | R739 | J7E | J3A;import;Doublon source consolide : controler quantites, prix et emplacements.
2454BGSCB;LUN VT BMW SERIE 3 E92 CPE   06-13;LUNETTES;Lunette;;product;true;true;VSF Centre;153,11;336,85;191,39;;2454BGSCB;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
2454BSMC;JC LUN BMW SIE 3E92 COUPE    07-13;JOINTS;Joint;;product;true;true;VSF Centre;17,22;37,89;21,53;;2454BSMC;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
2454LGSC2FDW;DESC AVG VT SIE 3 E92 COUPE 06-13;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;46,78;102,92;58,48;;2454LGSC2FDW;false;1;GALLERIA;import;Rapprochement Odoo par default_code a effectuer.
2454RGSC2FDW;DESC AVD VT SIE 3 E92 COUPE 06-13;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;46,78;102,92;58,48;;2454RGSC2FDW;false;1;R910;import;Rapprochement Odoo par default_code a effectuer.
2455AGSV;PB VT BMW MINI BNE/CABRIO        07-12;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;52,12;114,66;65,15;;2455AGSV;false;2;R934 | R718;import;Doublon source consolide : controler quantites, prix et emplacements.
2455ASMHT;JC SUP PB MINI BNE/CAB/CLUBMAN 07-14;JOINTS;Joint;;product;true;true;VSF Centre;6,9;15,17;8,62;;2455ASMHT;false;3;JT002 | J7A | Galleria;import;Doublon source consolide : controler quantites, prix et emplacements. Variantes de casse/espacement fusionnees dans la source : 2455ASMHT, 2455asmht.
2455RGSH3FD;DESC AVD VT BMW MINI BNE/CABR 06-14;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;29,82;65,6;37,27;;2455RGSH3FD;false;2;Centre | R929;import;Doublon source consolide : controler quantites, prix et emplacements.
2456AGSCMUV2T;PB VT BMW X6 E71 HUD CAPT CAM 08-14;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;416;915,2;520;;2456AGSCMUV2T;false;1;R525;import;Rapprochement Odoo par default_code a effectuer.
2456AGSGYMV1T-PERDU;PB VTGY BMW X6 E71  CAPT           08-14;PARE BRISE;Pare-brise;;product;true;false;VSF Centre;165,07;363,15;165,07;;2456AGSGYMV1T-PERDU;false;1;PERDUE;exclusion_format_eurocode;Rapprochement Odoo par default_code a effectuer. EXCLUE DE L'IMPORT (decision RPBM du 2026-08-05, D3) : format d'eurocode suspect (annotation, code constructeur, texte libre). Sans x_studio_eurocode valide, la fiche serait invisible au widget rpbm_agent et non synchronisable. A reprendre a la main dans le fichier Excel si la reference doit exister.
2456ASMRT-PERDU;JC SUP PB BMW X6 E71             08-14;JOINTS;Joint;;product;true;true;VSF Centre;10,3;22,66;10,3;;2456ASMRT-PERDU;false;1;PERDUE;import;Rapprochement Odoo par default_code a effectuer.
2456ASMRT1H;JC SUP PB HUD  BMW X6 E71        08-14;JOINTS;Joint;;product;true;true;VSF Centre;33,04;72,69;41,3;;2456ASMRT1H;false;1;D2;import;Rapprochement Odoo par default_code a effectuer.
2456LGSR5FD;DESC AVG VT BMW X6 E71  08-14;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;60,46;133,02;75,58;;2456LGSR5FD;false;1;GALLERIA;import;Rapprochement Odoo par default_code a effectuer.
2456LYPR5RV;DEFL ARG PRIVACY BMW X6 08-14;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;36,98;81,36;46,23;;2456LYPR5RV;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
2459BGDSAWZ1F;LUN VT FON BMW SIE 5 F60 BNE ANT 10-17;LUNETTES;Lunette;;product;true;true;VSF Centre;148,18;325,99;185,22;;2459BGDSAWZ1F;false;1;R631;import;Rapprochement Odoo par default_code a effectuer.
2459BGPSAWZ;LUN PRIVACY BMW SERIE 5 F10 ANT 10-17;LUNETTES;Lunette;;product;true;true;VSF Centre;135,2;297,44;169;;2459BGPSAWZ;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
2460AGSGYMV1B;PB VTGY BMW X1 E84+ CAPT 10-15;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;117,8;259,16;155;;2460AGSGYMV1B;false;9;R217 | R103 | R725 | R617 | R706 | R611 | R115 | R734;import;Doublon source consolide : controler quantites, prix et emplacements.
2460AGSGYV;PB VTGY BMW X1 E84                 10-15;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;115,6;254,32;144,5;;2460AGSGYV;false;1;R606;import;Rapprochement Odoo par default_code a effectuer.
2460AGSMV1B;PB VT BMW X1 E84  CAPT            10-15;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;146,69;322,71;183,36;;2460AGSMV1B;false;1;R628;import;Rapprochement Odoo par default_code a effectuer.
2460AGSV;PB VT BMW X1 E84                 10-15;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;82,38;181,24;102,98;;2460AGSV;false;3;R616 | R319 | R211;import;Doublon source consolide : controler quantites, prix et emplacements.
2460ASMR;JC PB BMW X1 E84        09-15;JOINTS;Joint;;product;true;true;VSF Ouest;11,32;24,9;14,9;;2460ASMR;false;13;R217 | Centre | R103 | R616 | R725 | R617 | R611 | J10C | Galléria | JT005 | J5D | GALLERIA;import;Doublon source consolide : controler quantites, prix et emplacements.
2460ASMRB;JC INF.PB BMW X1 E84        09-15;JOINTS;Joint;;product;true;true;VSF Ouest;3,8;8,36;5;2448ASMHB;2460ASMRB;false;10;R217 | R103 | R725 | R617 | R706 | R611 | J9C | J1A | J10E;import;Doublon source consolide : controler quantites, prix et emplacements.
2460BGSRA;LUN VT BMW X1 ANT             09-15;LUNETTES;Lunette;;product;true;true;VSF Centre;118,57;260,85;148,21;;2460BGSRA;false;2;Centre | R935;import;Doublon source consolide : controler quantites, prix et emplacements.
2460LGNR5FD;DESC AVG VT BMW X1          09-15;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;48,14;105,92;60,18;;2460LGNR5FD;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
2460LGNR5RD;DESC ARG VT BMW X1          09-15;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;35,09;77,19;43,86;;2460LGNR5RD;false;1;GALLERIA;import;Rapprochement Odoo par default_code a effectuer.
2460LGNR5RV;DEFL ARG VT BMW X1          09-15;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;24,53;53,96;30,66;;2460LGNR5RV;false;1;D2;import;Rapprochement Odoo par default_code a effectuer.
2460RGNR5RV;DEFL ARD VT BMW X1          09-15;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;24,53;53,96;30,66;;2460RGNR5RV;false;3;Centre | T302 | GALLERIA;import;Doublon source consolide : controler quantites, prix et emplacements.
2461AGNMUV;PB VT BMW SERIE 5GT HUD CAPT 09-12;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;276,2;607,64;345,25;;2461AGNMUV;false;1;R520;import;Rapprochement Odoo par default_code a effectuer.
2461AKMH;JCS SUP D/G KIT PB BMW SERIE 5 GT   10-;JOINTS;Joint;;product;true;true;VSF Centre;35,94;79,08;44,93;;2461AKMH;false;1;J1A;import;Rapprochement Odoo par default_code a effectuer.
2461BGNHABW;LUN.VT BMW SERIE 5 GT+ANT 09-;LUNETTES;Lunette;;product;true;true;VSF Centre;135,2;297,44;169;;2461BGNHABW;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
2462AGSMVWZ2B;PB VT MINI COUNTRYMAN +CAPT 10-12;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;110,4;242,88;138;;2462AGSMVWZ2B;false;5;Centre | R101 | R620 | R701 | GENIPA;import;Doublon source consolide : controler quantites, prix et emplacements.
2462AGSVWZ3B;PB VT MINI COUNTRYMAN/PACEMAN  10-17;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;95,49;210,07;119,36;;2462AGSVWZ3B;false;1;R802;import;Rapprochement Odoo par default_code a effectuer.
2462ASMHT;JC PB SUP MINI COUNTRYMAN      12-17;JOINTS;Joint;;product;true;true;VSF Centre;11,54;25,4;14,43;;2462ASMHT;false;1;JD5;import;Rapprochement Odoo par default_code a effectuer.
2463RGNT2FD;DESC AVD VT SERIE6 CABRIO F12 12-;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;91,63;201,59;114,54;;2463RGNT2FD;false;1;Galléria;import;Rapprochement Odoo par default_code a effectuer.
2464ACCMUV6T;PB ATH BMW X3+CAPT.+HUD 12-;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;256;563,2;256;;2464ACCMUV6T;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
2464AGNMUV1B;PB VT BMW X3 F25 CAPT  HUD 10-12;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;266,96;587,31;333,7;;2464AGNMUV1B;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
2464AGNMV6B;PB VT BMW X3 F25  CAPT   12-13;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;97,1;213,63;121,38;;2464AGNMV6B;false;2;CASSE | R228;import;Doublon source consolide : controler quantites, prix et emplacements.
2464ASDSB;JC FINITION MOUSSE BMW X3 F25 10-;JOINTS;Joint;;product;true;true;VSF Centre;7,14;15,72;8,93;;2464ASDSB;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
2464ASMRT;JC SUP PB  BMW X3 F25       10-17;JOINTS;Joint;;product;true;true;VSF Centre;7,59;16,7;9,49;;2464ASMRT;false;3;J10E | Centre | J10G;import;Doublon source consolide : controler quantites, prix et emplacements. Variantes de casse/espacement fusionnees dans la source : 2464ASMRT, 2464asmrt.
2464BGNRA;LUN VT BMW X3 F25 ANT  10-17;LUNETTES;Lunette;;product;true;true;VSF Centre;122,62;269,76;153,27;;2464BGNRA;false;1;Centre;import;Rapprochement Odoo par default_code a effectuer.
2464LYPR5RV;DEFL ARG PRIVACY BMW X3 F25  10-17;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;43,8;96,36;54,75;;2464LYPR5RV;false;1;T003;import;Rapprochement Odoo par default_code a effectuer.
2465AGSMV2P;PB VT BMW SERIE 3 F30 BNE+CAPT. 11-;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;88,8;195,36;111;;2465AGSMV2P;false;4;R417 | R305 | R314 | R706;import;Doublon source consolide : controler quantites, prix et emplacements.
2465ASMST;JC SUP. PB BMW  SERIE 3 F30 BNE 11-;JOINTS;Joint;;product;true;true;VSF Centre;8,16;17,95;10,2;;2465ASMST;false;4;R417 | JT019 | JT008 | J4B;import;Doublon source consolide : controler quantites, prix et emplacements.
2467AGNGYMV2P;PB VTGY SERIE 1/2 F20/F23  CAPT 11-;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;91,63;201,59;114,54;;2467AGNGYMV2P;false;10;R227 | R217 | Centre | R629 | R701 | R538 | R634 | R536 | R725;import;Doublon source consolide : controler quantites, prix et emplacements.
2467AGNMV2P;PB VT BMW SERIE 1 / 2 F20+CAPT.  11-;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;84;184,8;105;;2467AGNMV2P;false;3;R422 | R415 | R407;import;Doublon source consolide : controler quantites, prix et emplacements.
2467AGNV;PB VT BMW SERIE 1 / 2 F20 / F23    11-21;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;95,21;209,46;119,01;;2467AGNV;false;1;R634;import;Rapprochement Odoo par default_code a effectuer.
2467ASDHB;JC FINITION MOUSSE SERIE 1 / 2 F20 11- (2448ASDHB - JC FINITION MOUSSE SERIE 1 E87 04-11);JOINTS;Joint;;product;true;true;VSF Centre;16,58;36,48;20,73;;2467ASDHB;false;2;Centre | J9D;import;Doublon source consolide : controler quantites, prix et emplacements.
2467ASGH;JC PB BMW SERIE 1 / 2 F20   11-;JOINTS;Joint;;product;true;true;VSF Centre;7,2;15,84;9;;2467ASGH;false;9;R422 | Tringle | Centre | R629 | J9D | J10B | GALLERIA;import;Doublon source consolide : controler quantites, prix et emplacements.
2467BGNHAJ;LUN VT BMW SERIE 1 F20 5P ANT 11-19;LUNETTES;Lunette;;product;true;true;VSF Centre;103,2;227,04;129;;2467BGNHAJ;false;1;R924;import;Rapprochement Odoo par default_code a effectuer.
2467LGNH5FD;DESC AVG VT BMW SERIE 1 5P 11-19;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;44,5;97,89;55,62;;2467LGNH5FD;false;1;R912;import;Rapprochement Odoo par default_code a effectuer.
2467LGNH5RVZ;DEFL ARG VT BMW SERIE 1 5P 11-19;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;44;96,8;55;;;false;1;R837;import;Rapprochement Odoo par default_code a effectuer.
2467RGNH5RVZ;DEFL ARD VT BMW SERIE 1 5P 11-;GLACES LATERALES;Glace laterale;;product;true;true;Concess FR;77,15;169,73;77,15;;2467RGNH5RVZ;false;3;PAS REÇUE | Galléria | R912;import;Doublon source consolide : controler quantites, prix et emplacements.
2468AGSMV;PB VT BMW X4 F26   CAPT      14-18;PARE BRISE;Pare-brise;;product;true;true;VSF Centre;130,9;287,99;163,63;;;false;1;R728;import;Rapprochement Odoo par default_code a effectuer.
2468ASMRT;JC SUP  PB BMW X4 F26    14-18;JOINTS;Joint;;product;true;true;VSF Centre;7,29;16,03;9,11;;;false;1;J11C;import;Rapprochement Odoo par default_code a effectuer.
2468BGSRABZ;LUN VT BMW X4 F26  ANT     14-18;LUNETTES;Lunette;;product;true;true;VSF Centre;153,22;337,08;191,52;;;false;1;R423;import;Rapprochement Odoo par default_code a effectuer.
2468LGSR5FD;DESC AVG VT BMW X4 F26   14-18;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;53,56;117,83;66,95;;;false;1;CARTON;import;Rapprochement Odoo par default_code a effectuer.
2468LGSR5RD;DESC ARG VT BMW X4 F26   14-18;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;52,78;116,11;65,97;;;false;1;CARTON;import;Rapprochement Odoo par default_code a effectuer.
2468RGSR5FD;DESC AVD VT BMW X4 F26   14-18;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;53,56;117,83;66,95;;;false;1;CARTON;import;Rapprochement Odoo par default_code a effectuer.
2468RGSR5RD;DESC ARD VT BMW X4 F26   14-18;GLACES LATERALES;Glace laterale;;product;true;true;VSF Centre;52,78;116,11;65,97;;;false;1;CARTON;import;Rapprochement Odoo par default_code a effectuer.
